"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",102.7415,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",102.476,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.3635,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.3211,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.261,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.1505,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.0548,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.0267,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.0664,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.2853,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.5268,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.691,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.799,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.9136,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.9974,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.968,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.9712,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.9857,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.0063,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.0643,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",103.2058,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.2985,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",103.3488,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.3413,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.2561,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.1951,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.0942,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.9875,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.7685,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.5176,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.161,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.7376,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.4338,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.3605,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.5002,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.7465,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.6794,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2024,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.6441,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.3168,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.328,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.6525,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9342,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.1299,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.9565,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.0682,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.74038,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.17978,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.26726,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.5602,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.73174,
"IRL","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.82156,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",95.85455,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",96.368,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",96.92332,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.51684,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.16158,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.77831,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.29368,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.73417,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2921,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5299,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.2109,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.86942,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.70827,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.97262,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6265,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.6056,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.2597,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.4414,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.2717,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.346,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.4826,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.3587,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.9881,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.392,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.2601,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.44993,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.01894,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.96937,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.93657,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.04604,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.39716,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.66291,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.9017,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3238,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.6975,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0248,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4587,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.5562,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5881,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.7314,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.8758,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.9325,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0125,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.1446,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.4529,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.8962,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.2822,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.5677,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.8595,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.0005,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.117,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.1873,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",104.087,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.8411,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.3371,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.6675,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.085,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.9935,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.1744,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.362,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.6444,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.8236,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.7792,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.6444,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.6566,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.6785,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.638,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.3452,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.8878,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.3747,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.0388,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9094,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.8579,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2106,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.47768,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.06603,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.07485,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",95.31188,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",96.09204,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.96949,
"SVN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.57115,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.4166,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.4969,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.542,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.6008,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.6842,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.687,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.596,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.4484,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.3255,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.2864,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.2573,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.2847,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.3503,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.4409,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.5413,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.5823,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.5549,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.4886,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.4396,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.4016,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.2769,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.1286,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.0523,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.0325,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.9601,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.8863,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.8613,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.9105,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.982,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.0724,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.1554,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.2662,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.3609,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.4382,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.4845,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.4544,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.3609,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2667,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.2997,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.4161,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.5626,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.6958,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.7914,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.8665,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.9627,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.0504,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.0697,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.0561,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.0636,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.0412,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.9428,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8078,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.6844,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5893,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.5534,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.6197,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6842,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.6831,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.625,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.5342,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.4888,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.4784,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.4495,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.3543,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.1999,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.0259,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.923,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.8762,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.9063,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9227,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.9844,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.9537,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.8422,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.5114,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.80322,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.06575,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.88814,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.14504,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.46614,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.75768,
"DEU","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.97868,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.1595,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.1929,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.16,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.0346,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.848,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.7979,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.7721,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.8187,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7843,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.5743,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3171,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1531,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1524,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.204,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.2424,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.3098,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.2263,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.95917,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.91672,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.067,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.3036,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.5061,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4967,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.2271,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.90011,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.70618,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.72935,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.7855,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.75498,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.78532,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.93348,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.0547,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.0263,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.77217,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.27483,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",98.87821,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.73351,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",98.90466,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.38356,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.1131,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8966,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.412,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.561,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.4714,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3639,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4319,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5765,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.5814,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4857,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3527,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2524,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1519,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.9992,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.6623,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.2275,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",99.91521,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.75507,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.59059,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.41731,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.41782,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.55275,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.75435,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.88863,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.89345,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.67657,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.41823,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.1733,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.08109,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.3353,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.71004,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.0498,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.1533,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.82228,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.67708,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.08592,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.12944,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.19922,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",96.72485,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.20421,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.35713,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.03434,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.9998,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.9094,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.9699,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.9983,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.9496,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8887,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0054,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.2122,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.4579,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.8186,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-11",102.1534,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.2397,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.0022,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.691,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.4571,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.0669,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5674,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6095,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8611,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.2898,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.6133,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.7648,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.5036,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.9921,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.4274,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.79169,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.681,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.0867,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.6385,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.9271,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.1456,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.3365,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.7033,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.9563,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.237,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.5675,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.8014,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.9225,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.8777,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.8196,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.8204,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.9298,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.0089,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.9187,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.8054,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.727,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.4682,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.9834,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.9205,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.3502,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.7954,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.9612,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.0516,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.1728,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.342,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.3999,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-09",103.305,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.0422,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.8508,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.957,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-01",103.1689,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-02",103.3669,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-03",103.3909,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-04",103.2732,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-05",103.2803,
